county,office,district,party,candidate,votes
Bienville,Governor,,N,"William Robert ""Bob"" Lang, Jr.",51
Bienville,Governor,,L,Scott Lewis,45
Bienville,Governor,,D,"""Niki Bird"" Papazoglakis",113
Bienville,Governor,,D,"Ivo ""Trey"" Roberts",190
Bossier,Governor,,N,David Blanchard,331
Bossier,Governor,,N,"Leonard ""Lenny"" Bollingham",54
Bossier,Governor,,N,"""Ron"" Ceasar",73
Bossier,Governor,,D,Cary J. Deaton,736
Bossier,Governor,,D,Tara Hollis,2273
Bossier,Governor,,R,"""Bobby"" Jindal",16411
Bossier,Governor,,N,"William Robert ""Bob"" Lang, Jr.",216
Bossier,Governor,,L,Scott Lewis,239
Bossier,Governor,,D,"""Niki Bird"" Papazoglakis",215
Bossier,Governor,,D,"Ivo ""Trey"" Roberts",414
Caddo,Governor,,N,David Blanchard,760
Caddo,Governor,,N,"Leonard ""Lenny"" Bollingham",207
Caddo,Governor,,N,"""Ron"" Ceasar",312
Caddo,Governor,,D,Cary J. Deaton,3827
Caddo,Governor,,D,Tara Hollis,13207
Caddo,Governor,,R,"""Bobby"" Jindal",26296
Caddo,Governor,,N,"William Robert ""Bob"" Lang, Jr.",373
Caddo,Governor,,L,Scott Lewis,654
Caddo,Governor,,D,"""Niki Bird"" Papazoglakis",987
Caddo,Governor,,D,"Ivo ""Trey"" Roberts",2016
Calcasieu,Governor,,N,David Blanchard,1057
Calcasieu,Governor,,N,"Leonard ""Lenny"" Bollingham",169
Calcasieu,Governor,,N,"""Ron"" Ceasar",596
Calcasieu,Governor,,D,Cary J. Deaton,2023
Calcasieu,Governor,,D,Tara Hollis,4371
Calcasieu,Governor,,R,"""Bobby"" Jindal",24367
Calcasieu,Governor,,N,"William Robert ""Bob"" Lang, Jr.",225
Calcasieu,Governor,,L,Scott Lewis,383
Calcasieu,Governor,,D,"""Niki Bird"" Papazoglakis",771
Calcasieu,Governor,,D,"Ivo ""Trey"" Roberts",1018
Caldwell,Governor,,N,David Blanchard,196
Caldwell,Governor,,N,"Leonard ""Lenny"" Bollingham",20
Caldwell,Governor,,N,"""Ron"" Ceasar",28
Caldwell,Governor,,D,Cary J. Deaton,131
Caldwell,Governor,,D,Tara Hollis,700
Caldwell,Governor,,R,"""Bobby"" Jindal",2413
Caldwell,Governor,,N,"William Robert ""Bob"" Lang, Jr.",48
Caldwell,Governor,,L,Scott Lewis,51
Caldwell,Governor,,D,"""Niki Bird"" Papazoglakis",103
Caldwell,Governor,,D,"Ivo ""Trey"" Roberts",125
Cameron,Governor,,N,David Blanchard,80
Cameron,Governor,,N,"Leonard ""Lenny"" Bollingham",10
Cameron,Governor,,N,"""Ron"" Ceasar",18
Cameron,Governor,,D,Cary J. Deaton,71
Cameron,Governor,,D,Tara Hollis,280
Cameron,Governor,,R,"""Bobby"" Jindal",2523
Cameron,Governor,,N,"William Robert ""Bob"" Lang, Jr.",30
Cameron,Governor,,L,Scott Lewis,21
Cameron,Governor,,D,"""Niki Bird"" Papazoglakis",40
Cameron,Governor,,D,"Ivo ""Trey"" Roberts",43
Catahoula,Governor,,N,David Blanchard,129
Catahoula,Governor,,N,"Leonard ""Lenny"" Bollingham",22
Catahoula,Governor,,N,"""Ron"" Ceasar",38
Catahoula,Governor,,D,Cary J. Deaton,149
Catahoula,Governor,,D,Tara Hollis,623
Catahoula,Governor,,R,"""Bobby"" Jindal",2509
Catahoula,Governor,,N,"William Robert ""Bob"" Lang, Jr.",33
Catahoula,Governor,,L,Scott Lewis,29
Catahoula,Governor,,D,"""Niki Bird"" Papazoglakis",76
Catahoula,Governor,,D,"Ivo ""Trey"" Roberts",97
Claiborne,Governor,,N,David Blanchard,119
Claiborne,Governor,,N,"Leonard ""Lenny"" Bollingham",25
Claiborne,Governor,,N,"""Ron"" Ceasar",23
Claiborne,Governor,,D,Cary J. Deaton,198
Claiborne,Governor,,D,Tara Hollis,1270
Claiborne,Governor,,R,"""Bobby"" Jindal",2346
Claiborne,Governor,,N,"William Robert ""Bob"" Lang, Jr.",30
Claiborne,Governor,,L,Scott Lewis,37
Claiborne,Governor,,D,"""Niki Bird"" Papazoglakis",59
Claiborne,Governor,,D,"Ivo ""Trey"" Roberts",118
Concordia,Governor,,N,David Blanchard,130
Concordia,Governor,,N,"Leonard ""Lenny"" Bollingham",26
Concordia,Governor,,N,"""Ron"" Ceasar",82
Concordia,Governor,,D,Cary J. Deaton,349
Concordia,Governor,,D,Tara Hollis,760
Concordia,Governor,,R,"""Bobby"" Jindal",4565
Concordia,Governor,,N,"William Robert ""Bob"" Lang, Jr.",44
Concordia,Governor,,L,Scott Lewis,60
Concordia,Governor,,D,"""Niki Bird"" Papazoglakis",140
Concordia,Governor,,D,"Ivo ""Trey"" Roberts",224
De Soto,Governor,,N,David Blanchard,166
De Soto,Governor,,N,"Leonard ""Lenny"" Bollingham",25
De Soto,Governor,,N,"""Ron"" Ceasar",171
De Soto,Governor,,D,Cary J. Deaton,513
De Soto,Governor,,D,Tara Hollis,1255
De Soto,Governor,,R,"""Bobby"" Jindal",4171
De Soto,Governor,,N,"William Robert ""Bob"" Lang, Jr.",88
De Soto,Governor,,L,Scott Lewis,77
De Soto,Governor,,D,"""Niki Bird"" Papazoglakis",145
De Soto,Governor,,D,"Ivo ""Trey"" Roberts",343
East Baton Rouge,Governor,,N,David Blanchard,1918
East Baton Rouge,Governor,,N,"Leonard ""Lenny"" Bollingham",389
East Baton Rouge,Governor,,N,"""Ron"" Ceasar",448
East Baton Rouge,Governor,,D,Cary J. Deaton,4277
East Baton Rouge,Governor,,D,Tara Hollis,27431
East Baton Rouge,Governor,,R,"""Bobby"" Jindal",43707
East Baton Rouge,Governor,,N,"William Robert ""Bob"" Lang, Jr.",525
East Baton Rouge,Governor,,L,Scott Lewis,1354
East Baton Rouge,Governor,,D,"""Niki Bird"" Papazoglakis",3126
East Baton Rouge,Governor,,D,"Ivo ""Trey"" Roberts",2611
East Carroll,Governor,,N,David Blanchard,216
East Carroll,Governor,,N,"Leonard ""Lenny"" Bollingham",49
East Carroll,Governor,,N,"""Ron"" Ceasar",41
East Carroll,Governor,,D,Cary J. Deaton,362
East Carroll,Governor,,D,Tara Hollis,635
East Carroll,Governor,,R,"""Bobby"" Jindal",1433
East Carroll,Governor,,N,"William Robert ""Bob"" Lang, Jr.",38
East Carroll,Governor,,L,Scott Lewis,108
East Carroll,Governor,,D,"""Niki Bird"" Papazoglakis",148
East Carroll,Governor,,D,"Ivo ""Trey"" Roberts",185
East Feliciana,Governor,,N,David Blanchard,263
East Feliciana,Governor,,N,"Leonard ""Lenny"" Bollingham",43
East Feliciana,Governor,,N,"""Ron"" Ceasar",61
East Feliciana,Governor,,D,Cary J. Deaton,359
East Feliciana,Governor,,D,Tara Hollis,2162
East Feliciana,Governor,,R,"""Bobby"" Jindal",3361
East Feliciana,Governor,,N,"William Robert ""Bob"" Lang, Jr.",80
East Feliciana,Governor,,L,Scott Lewis,78
East Feliciana,Governor,,D,"""Niki Bird"" Papazoglakis",219
East Feliciana,Governor,,D,"Ivo ""Trey"" Roberts",206
Evangeline,Governor,,N,David Blanchard,504
Evangeline,Governor,,N,"Leonard ""Lenny"" Bollingham",91
Evangeline,Governor,,N,"""Ron"" Ceasar",165
Evangeline,Governor,,D,Cary J. Deaton,654
Evangeline,Governor,,D,Tara Hollis,1519
Evangeline,Governor,,R,"""Bobby"" Jindal",7056
Evangeline,Governor,,N,"William Robert ""Bob"" Lang, Jr.",143
Evangeline,Governor,,L,Scott Lewis,128
Evangeline,Governor,,D,"""Niki Bird"" Papazoglakis",251
Evangeline,Governor,,D,"Ivo ""Trey"" Roberts",392
Franklin,Governor,,N,David Blanchard,276
Franklin,Governor,,N,"Leonard ""Lenny"" Bollingham",53
Franklin,Governor,,N,"""Ron"" Ceasar",36
Franklin,Governor,,D,Cary J. Deaton,292
Franklin,Governor,,D,Tara Hollis,900
Franklin,Governor,,R,"""Bobby"" Jindal",5068
Franklin,Governor,,N,"William Robert ""Bob"" Lang, Jr.",61
Franklin,Governor,,L,Scott Lewis,79
Franklin,Governor,,D,"""Niki Bird"" Papazoglakis",92
Franklin,Governor,,D,"Ivo ""Trey"" Roberts",194
Grant,Governor,,N,David Blanchard,195
Grant,Governor,,N,"Leonard ""Lenny"" Bollingham",33
Grant,Governor,,N,"""Ron"" Ceasar",35
Grant,Governor,,D,Cary J. Deaton,169
Grant,Governor,,D,Tara Hollis,1113
Grant,Governor,,R,"""Bobby"" Jindal",4411
Grant,Governor,,N,"William Robert ""Bob"" Lang, Jr.",179
Grant,Governor,,L,Scott Lewis,76
Grant,Governor,,D,"""Niki Bird"" Papazoglakis",95
Grant,Governor,,D,"Ivo ""Trey"" Roberts",126
Iberia,Governor,,N,David Blanchard,478
Iberia,Governor,,N,"Leonard ""Lenny"" Bollingham",89
Iberia,Governor,,N,"""Ron"" Ceasar",111
Iberia,Governor,,D,Cary J. Deaton,822
Iberia,Governor,,D,Tara Hollis,2166
Iberia,Governor,,R,"""Bobby"" Jindal",12705
Iberia,Governor,,N,"William Robert ""Bob"" Lang, Jr.",122
Iberia,Governor,,L,Scott Lewis,167
Iberia,Governor,,D,"""Niki Bird"" Papazoglakis",281
Iberia,Governor,,D,"Ivo ""Trey"" Roberts",644
Iberville,Governor,,N,David Blanchard,497
Iberville,Governor,,N,"Leonard ""Lenny"" Bollingham",114
Iberville,Governor,,N,"""Ron"" Ceasar",127
Iberville,Governor,,D,Cary J. Deaton,858
Iberville,Governor,,D,Tara Hollis,3267
Iberville,Governor,,R,"""Bobby"" Jindal",6939
Iberville,Governor,,N,"William Robert ""Bob"" Lang, Jr.",140
Iberville,Governor,,L,Scott Lewis,216
Iberville,Governor,,D,"""Niki Bird"" Papazoglakis",453
Iberville,Governor,,D,"Ivo ""Trey"" Roberts",615
Jackson,Governor,,N,David Blanchard,95
Jackson,Governor,,N,"Leonard ""Lenny"" Bollingham",16
Jackson,Governor,,N,"""Ron"" Ceasar",14
Jackson,Governor,,D,Cary J. Deaton,151
Jackson,Governor,,D,Tara Hollis,874
Jackson,Governor,,R,"""Bobby"" Jindal",2920
Jackson,Governor,,N,"William Robert ""Bob"" Lang, Jr.",85
Jackson,Governor,,L,Scott Lewis,57
Jackson,Governor,,D,"""Niki Bird"" Papazoglakis",56
Jackson,Governor,,D,"Ivo ""Trey"" Roberts",97
Jefferson,Governor,,N,David Blanchard,1575
Jefferson,Governor,,N,"Leonard ""Lenny"" Bollingham",386
Jefferson,Governor,,N,"""Ron"" Ceasar",402
Jefferson,Governor,,D,Cary J. Deaton,3363
Jefferson,Governor,,D,Tara Hollis,7418
Jefferson,Governor,,R,"""Bobby"" Jindal",58579
Jefferson,Governor,,N,"William Robert ""Bob"" Lang, Jr.",423
Jefferson,Governor,,L,Scott Lewis,805
Jefferson,Governor,,D,"""Niki Bird"" Papazoglakis",1182
Jefferson,Governor,,D,"Ivo ""Trey"" Roberts",2582
Jefferson Davis,Governor,,N,David Blanchard,225
Jefferson Davis,Governor,,N,"Leonard ""Lenny"" Bollingham",36
Jefferson Davis,Governor,,N,"""Ron"" Ceasar",118
Jefferson Davis,Governor,,D,Cary J. Deaton,288
Jefferson Davis,Governor,,D,Tara Hollis,1017
Jefferson Davis,Governor,,R,"""Bobby"" Jindal",7274
Jefferson Davis,Governor,,N,"William Robert ""Bob"" Lang, Jr.",116
Jefferson Davis,Governor,,L,Scott Lewis,92
Jefferson Davis,Governor,,D,"""Niki Bird"" Papazoglakis",107
Jefferson Davis,Governor,,D,"Ivo ""Trey"" Roberts",242
Lafayette,Governor,,N,David Blanchard,1087
Lafayette,Governor,,N,"Leonard ""Lenny"" Bollingham",158
Lafayette,Governor,,N,"""Ron"" Ceasar",291
Lafayette,Governor,,D,Cary J. Deaton,1421
Lafayette,Governor,,D,Tara Hollis,7967
Lafayette,Governor,,R,"""Bobby"" Jindal",32507
Lafayette,Governor,,N,"William Robert ""Bob"" Lang, Jr.",335
Lafayette,Governor,,L,Scott Lewis,683
Lafayette,Governor,,D,"""Niki Bird"" Papazoglakis",642
Lafayette,Governor,,D,"Ivo ""Trey"" Roberts",973
Lafourche,Governor,,N,David Blanchard,490
Lafourche,Governor,,N,"Leonard ""Lenny"" Bollingham",107
Lafourche,Governor,,N,"""Ron"" Ceasar",80
Lafourche,Governor,,D,Cary J. Deaton,545
Lafourche,Governor,,D,Tara Hollis,2151
Lafourche,Governor,,R,"""Bobby"" Jindal",16470
Lafourche,Governor,,N,"William Robert ""Bob"" Lang, Jr.",158
Lafourche,Governor,,L,Scott Lewis,167
Lafourche,Governor,,D,"""Niki Bird"" Papazoglakis",476
Lafourche,Governor,,D,"Ivo ""Trey"" Roberts",384
Lasalle,Governor,,N,David Blanchard,221
Lasalle,Governor,,N,"Leonard ""Lenny"" Bollingham",24
Lasalle,Governor,,N,"""Ron"" Ceasar",28
Lasalle,Governor,,D,Cary J. Deaton,128
Lasalle,Governor,,D,Tara Hollis,488
Lasalle,Governor,,R,"""Bobby"" Jindal",4229
Lasalle,Governor,,N,"William Robert ""Bob"" Lang, Jr.",98
Lasalle,Governor,,L,Scott Lewis,59
Lasalle,Governor,,D,"""Niki Bird"" Papazoglakis",72
Lasalle,Governor,,D,"Ivo ""Trey"" Roberts",79
Lincoln,Governor,,N,David Blanchard,230
Lincoln,Governor,,N,"Leonard ""Lenny"" Bollingham",38
Lincoln,Governor,,N,"""Ron"" Ceasar",34
Lincoln,Governor,,D,Cary J. Deaton,439
Lincoln,Governor,,D,Tara Hollis,1895
Lincoln,Governor,,R,"""Bobby"" Jindal",5665
Lincoln,Governor,,N,"William Robert ""Bob"" Lang, Jr.",67
Lincoln,Governor,,L,Scott Lewis,103
Lincoln,Governor,,D,"""Niki Bird"" Papazoglakis",158
Lincoln,Governor,,D,"Ivo ""Trey"" Roberts",302
Livingston,Governor,,N,David Blanchard,791
Livingston,Governor,,N,"Leonard ""Lenny"" Bollingham",98
Livingston,Governor,,N,"""Ron"" Ceasar",122
Livingston,Governor,,D,Cary J. Deaton,1141
Livingston,Governor,,D,Tara Hollis,4245
Livingston,Governor,,R,"""Bobby"" Jindal",25897
Livingston,Governor,,N,"William Robert ""Bob"" Lang, Jr.",190
Livingston,Governor,,L,Scott Lewis,353
Livingston,Governor,,D,"""Niki Bird"" Papazoglakis",388
Livingston,Governor,,D,"Ivo ""Trey"" Roberts",472
Madison,Governor,,N,David Blanchard,180
Madison,Governor,,N,"Leonard ""Lenny"" Bollingham",31
Madison,Governor,,N,"""Ron"" Ceasar",31
Madison,Governor,,D,Cary J. Deaton,310
Madison,Governor,,D,Tara Hollis,575
Madison,Governor,,R,"""Bobby"" Jindal",1630
Madison,Governor,,N,"William Robert ""Bob"" Lang, Jr.",28
Madison,Governor,,L,Scott Lewis,47
Madison,Governor,,D,"""Niki Bird"" Papazoglakis",128
Madison,Governor,,D,"Ivo ""Trey"" Roberts",198
Morehouse,Governor,,N,David Blanchard,111
Morehouse,Governor,,N,"Leonard ""Lenny"" Bollingham",25
Morehouse,Governor,,N,"""Ron"" Ceasar",29
Morehouse,Governor,,D,Cary J. Deaton,299
Morehouse,Governor,,D,Tara Hollis,849
Morehouse,Governor,,R,"""Bobby"" Jindal",3232
Morehouse,Governor,,N,"William Robert ""Bob"" Lang, Jr.",20
Morehouse,Governor,,L,Scott Lewis,30
Morehouse,Governor,,D,"""Niki Bird"" Papazoglakis",78
Morehouse,Governor,,D,"Ivo ""Trey"" Roberts",177
Natchitoches,Governor,,N,David Blanchard,332
Natchitoches,Governor,,N,"Leonard ""Lenny"" Bollingham",66
Natchitoches,Governor,,N,"""Ron"" Ceasar",146
Natchitoches,Governor,,D,Cary J. Deaton,627
Natchitoches,Governor,,D,Tara Hollis,2876
Natchitoches,Governor,,R,"""Bobby"" Jindal",6599
Natchitoches,Governor,,N,"William Robert ""Bob"" Lang, Jr.",477
Natchitoches,Governor,,L,Scott Lewis,129
Natchitoches,Governor,,D,"""Niki Bird"" Papazoglakis",247
Natchitoches,Governor,,D,"Ivo ""Trey"" Roberts",378
Orleans,Governor,,N,David Blanchard,1742
Orleans,Governor,,N,"Leonard ""Lenny"" Bollingham",399
Orleans,Governor,,N,"""Ron"" Ceasar",580
Orleans,Governor,,D,Cary J. Deaton,5679
Orleans,Governor,,D,Tara Hollis,15525
Orleans,Governor,,R,"""Bobby"" Jindal",18794
Orleans,Governor,,N,"William Robert ""Bob"" Lang, Jr.",349
Orleans,Governor,,L,Scott Lewis,1061
Orleans,Governor,,D,"""Niki Bird"" Papazoglakis",2211
Orleans,Governor,,D,"Ivo ""Trey"" Roberts",3647
Ouachita,Governor,,N,David Blanchard,801
Ouachita,Governor,,N,"Leonard ""Lenny"" Bollingham",122
Ouachita,Governor,,N,"""Ron"" Ceasar",158
Ouachita,Governor,,D,Cary J. Deaton,1271
Ouachita,Governor,,D,Tara Hollis,5949
Ouachita,Governor,,R,"""Bobby"" Jindal",23551
Ouachita,Governor,,N,"William Robert ""Bob"" Lang, Jr.",215
Ouachita,Governor,,L,Scott Lewis,372
Ouachita,Governor,,D,"""Niki Bird"" Papazoglakis",468
Ouachita,Governor,,D,"Ivo ""Trey"" Roberts",864
Plaquemines,Governor,,N,David Blanchard,171
Plaquemines,Governor,,N,"Leonard ""Lenny"" Bollingham",44
Plaquemines,Governor,,N,"""Ron"" Ceasar",52
Plaquemines,Governor,,D,Cary J. Deaton,269
Plaquemines,Governor,,D,Tara Hollis,476
Plaquemines,Governor,,R,"""Bobby"" Jindal",6383
Plaquemines,Governor,,N,"William Robert ""Bob"" Lang, Jr.",53
Plaquemines,Governor,,L,Scott Lewis,57
Plaquemines,Governor,,D,"""Niki Bird"" Papazoglakis",96
Plaquemines,Governor,,D,"Ivo ""Trey"" Roberts",495
Pointe Coupee,Governor,,N,David Blanchard,194
Pointe Coupee,Governor,,N,"Leonard ""Lenny"" Bollingham",59
Pointe Coupee,Governor,,N,"""Ron"" Ceasar",67
Pointe Coupee,Governor,,D,Cary J. Deaton,397
Pointe Coupee,Governor,,D,Tara Hollis,1682
Pointe Coupee,Governor,,R,"""Bobby"" Jindal",3796
Pointe Coupee,Governor,,N,"William Robert ""Bob"" Lang, Jr.",87
Pointe Coupee,Governor,,L,Scott Lewis,59
Pointe Coupee,Governor,,D,"""Niki Bird"" Papazoglakis",227
Pointe Coupee,Governor,,D,"Ivo ""Trey"" Roberts",255
Rapides,Governor,,N,David Blanchard,941
Rapides,Governor,,N,"Leonard ""Lenny"" Bollingham",188
Rapides,Governor,,N,"""Ron"" Ceasar",291
Rapides,Governor,,D,Cary J. Deaton,1392
Rapides,Governor,,D,Tara Hollis,9126
Rapides,Governor,,R,"""Bobby"" Jindal",22871
Rapides,Governor,,N,"William Robert ""Bob"" Lang, Jr.",473
Rapides,Governor,,L,Scott Lewis,428
Rapides,Governor,,D,"""Niki Bird"" Papazoglakis",764
Rapides,Governor,,D,"Ivo ""Trey"" Roberts",1007
Red River,Governor,,N,David Blanchard,159
Red River,Governor,,N,"Leonard ""Lenny"" Bollingham",27
Red River,Governor,,N,"""Ron"" Ceasar",35
Red River,Governor,,D,Cary J. Deaton,234
Red River,Governor,,D,Tara Hollis,649
Red River,Governor,,R,"""Bobby"" Jindal",2396
Red River,Governor,,N,"William Robert ""Bob"" Lang, Jr.",87
Red River,Governor,,L,Scott Lewis,51
Red River,Governor,,D,"""Niki Bird"" Papazoglakis",148
Red River,Governor,,D,"Ivo ""Trey"" Roberts",218
Richland,Governor,,N,David Blanchard,280
Richland,Governor,,N,"Leonard ""Lenny"" Bollingham",54
Richland,Governor,,N,"""Ron"" Ceasar",37
Richland,Governor,,D,Cary J. Deaton,339
Richland,Governor,,D,Tara Hollis,986
Richland,Governor,,R,"""Bobby"" Jindal",4586
Richland,Governor,,N,"William Robert ""Bob"" Lang, Jr.",64
Richland,Governor,,L,Scott Lewis,68
Richland,Governor,,D,"""Niki Bird"" Papazoglakis",106
Richland,Governor,,D,"Ivo ""Trey"" Roberts",162
Sabine,Governor,,N,David Blanchard,199
Sabine,Governor,,N,"Leonard ""Lenny"" Bollingham",39
Sabine,Governor,,N,"""Ron"" Ceasar",45
Sabine,Governor,,D,Cary J. Deaton,227
Sabine,Governor,,D,Tara Hollis,761
Sabine,Governor,,R,"""Bobby"" Jindal",4941
Sabine,Governor,,N,"William Robert ""Bob"" Lang, Jr.",282
Sabine,Governor,,L,Scott Lewis,67
Sabine,Governor,,D,"""Niki Bird"" Papazoglakis",81
Sabine,Governor,,D,"Ivo ""Trey"" Roberts",136
St. Bernard,Governor,,N,David Blanchard,329
St. Bernard,Governor,,N,"Leonard ""Lenny"" Bollingham",66
St. Bernard,Governor,,N,"""Ron"" Ceasar",84
St. Bernard,Governor,,D,Cary J. Deaton,421
St. Bernard,Governor,,D,Tara Hollis,796
St. Bernard,Governor,,R,"""Bobby"" Jindal",9960
St. Bernard,Governor,,N,"William Robert ""Bob"" Lang, Jr.",106
St. Bernard,Governor,,L,Scott Lewis,159
St. Bernard,Governor,,D,"""Niki Bird"" Papazoglakis",237
St. Bernard,Governor,,D,"Ivo ""Trey"" Roberts",293
St. Charles,Governor,,N,David Blanchard,266
St. Charles,Governor,,N,"Leonard ""Lenny"" Bollingham",51
St. Charles,Governor,,N,"""Ron"" Ceasar",135
St. Charles,Governor,,D,Cary J. Deaton,577
St. Charles,Governor,,D,Tara Hollis,1789
St. Charles,Governor,,R,"""Bobby"" Jindal",11313
St. Charles,Governor,,N,"William Robert ""Bob"" Lang, Jr.",66
St. Charles,Governor,,L,Scott Lewis,189
St. Charles,Governor,,D,"""Niki Bird"" Papazoglakis",467
St. Charles,Governor,,D,"Ivo ""Trey"" Roberts",582
St. Helena,Governor,,N,David Blanchard,226
St. Helena,Governor,,N,"Leonard ""Lenny"" Bollingham",51
St. Helena,Governor,,N,"""Ron"" Ceasar",68
St. Helena,Governor,,D,Cary J. Deaton,489
St. Helena,Governor,,D,Tara Hollis,1478
St. Helena,Governor,,R,"""Bobby"" Jindal",1976
St. Helena,Governor,,N,"William Robert ""Bob"" Lang, Jr.",60
St. Helena,Governor,,L,Scott Lewis,91
St. Helena,Governor,,D,"""Niki Bird"" Papazoglakis",190
St. Helena,Governor,,D,"Ivo ""Trey"" Roberts",274
St. James,Governor,,N,David Blanchard,233
St. James,Governor,,N,"Leonard ""Lenny"" Bollingham",64
St. James,Governor,,N,"""Ron"" Ceasar",79
St. James,Governor,,D,Cary J. Deaton,626
St. James,Governor,,D,Tara Hollis,2091
St. James,Governor,,R,"""Bobby"" Jindal",4983
St. James,Governor,,N,"William Robert ""Bob"" Lang, Jr.",70
St. James,Governor,,L,Scott Lewis,171
St. James,Governor,,D,"""Niki Bird"" Papazoglakis",276
St. James,Governor,,D,"Ivo ""Trey"" Roberts",591
St. John The Baptist,Governor,,N,David Blanchard,414
St. John The Baptist,Governor,,N,"Leonard ""Lenny"" Bollingham",110
St. John The Baptist,Governor,,N,"""Ron"" Ceasar",210
St. John The Baptist,Governor,,D,Cary J. Deaton,1193
St. John The Baptist,Governor,,D,Tara Hollis,2611
St. John The Baptist,Governor,,R,"""Bobby"" Jindal",7702
St. John The Baptist,Governor,,N,"William Robert ""Bob"" Lang, Jr.",127
St. John The Baptist,Governor,,L,Scott Lewis,194
St. John The Baptist,Governor,,D,"""Niki Bird"" Papazoglakis",538
St. John The Baptist,Governor,,D,"Ivo ""Trey"" Roberts",1138
St. Landry,Governor,,N,David Blanchard,704
St. Landry,Governor,,N,"Leonard ""Lenny"" Bollingham",153
St. Landry,Governor,,N,"""Ron"" Ceasar",557
St. Landry,Governor,,D,Cary J. Deaton,1249
St. Landry,Governor,,D,Tara Hollis,4059
St. Landry,Governor,,R,"""Bobby"" Jindal",12871
St. Landry,Governor,,N,"William Robert ""Bob"" Lang, Jr.",195
St. Landry,Governor,,L,Scott Lewis,405
St. Landry,Governor,,D,"""Niki Bird"" Papazoglakis",454
St. Landry,Governor,,D,"Ivo ""Trey"" Roberts",742
St. Martin,Governor,,N,David Blanchard,508
